source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[genotype]	characteristics[culture medium]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[genotype]
QC_HeLa_digest_200pg_10min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 108	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	10	200pg_QCHela_10minGradient_BA1_1_1791.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 109	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	1	200pg_QCHela_20minGradient_BA1_1_1762.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 110	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	2	200pg_QCHela_20minGradient_BA1_1_1763.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 111	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	3	200pg_QCHela_20minGradient_BA1_1_1764.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 112	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	4	200pg_QCHela_20minGradient_BA1_1_1765.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 113	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	5	200pg_QCHela_20minGradient_BA1_1_1766.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 114	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	6	200pg_QCHela_20minGradient_BA1_1_1767.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 115	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	7	200pg_QCHela_20minGradient_BA1_1_1768.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 116	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	8	200pg_QCHela_20minGradient_BA1_1_1769.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 117	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	9	200pg_QCHela_20minGradient_BA1_1_1770.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
QC_HeLa_digest_200pg_20min	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	not applicable	not available	NT=Quality Control Sample;AC=PRIDE:0000544	not applicable	not applicable	not applicable	1	run 118	proteomic profiling by mass spectrometry	NT=timsTOF Ultra;AC=MS:1003383	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	diaPASEF	400	1000	not available	not applicable	not applicable	1	10	200pg_QCHela_20minGradient_BA1_1_1771.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	not applicable
