source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
CTRL_SC_34_S1-g5_1_1896	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_34_S1-g5_1_1896	1	27	run 27	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_34_S1-g5_1_1896.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_35_S1-g6_1_1897	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_35_S1-g6_1_1897	1	28	run 28	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_35_S1-g6_1_1897.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_36_S1-h3_1_1906	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_36_S1-h3_1_1906	1	29	run 29	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_36_S1-h3_1_1906.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_37_S1-h4_1_1907	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_37_S1-h4_1_1907	1	30	run 30	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_37_S1-h4_1_1907.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_38_S1-h5_1_1908	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_38_S1-h5_1_1908	1	31	run 31	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_38_S1-h5_1_1908.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_39_S1-h6_1_1909	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_39_S1-h6_1_1909	1	32	run 32	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_39_S1-h6_1_1909.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_3_S1-a3_1_1820	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_3_S1-a3_1_1820	1	33	run 33	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_3_S1-a3_1_1820.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_4_S1-a4_1_1821	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_4_S1-a4_1_1821	1	34	run 34	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_4_S1-a4_1_1821.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_5_S1-a5_1_1822	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_5_S1-a5_1_1822	1	35	run 35	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_5_S1-a5_1_1822.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_6_S1-a6_1_1823	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_6_S1-a6_1_1823	1	36	run 36	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_6_S1-a6_1_1823.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_7_S1-b1_1_1830	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_7_S1-b1_1_1830	1	37	run 37	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_7_S1-b1_1_1830.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_8_S1-b2_1_1831	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_8_S1-b2_1_1831	1	38	run 38	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_8_S1-b2_1_1831.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
CTRL_SC_9_S1-b3_1_1832	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgControl (non-targeting sgRNA)	NT=single cell;AC=PRIDE:0000897	cellenONE	CTRL_SC_9_S1-b3_1_1832	1	39	run 39	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	CTRL_SC_9_S1-b3_1_1832.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgControl (non-targeting sgRNA)
KO_SC_10_S1-b10_1_1839	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_10_S1-b10_1_1839	1	40	run 40	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_10_S1-b10_1_1839.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_11_S1-b11_1_1840	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_11_S1-b11_1_1840	1	41	run 41	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_11_S1-b11_1_1840.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_12_S1-b12_1_1841	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_12_S1-b12_1_1841	1	42	run 42	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_12_S1-b12_1_1841.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_13_S1-c7_1_1848	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_13_S1-c7_1_1848	1	43	run 43	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_13_S1-c7_1_1848.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_14_S1-c8_1_1849	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_14_S1-c8_1_1849	1	44	run 44	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_14_S1-c8_1_1849.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_15_S1-c9_1_1850	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_15_S1-c9_1_1850	1	45	run 45	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_15_S1-c9_1_1850.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_16_S1-c10_1_1851	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_16_S1-c10_1_1851	1	46	run 46	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_16_S1-c10_1_1851.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_17_S1-c11_1_1852	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_17_S1-c11_1_1852	1	47	run 47	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_17_S1-c11_1_1852.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_18_S1-c12_1_1853	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_18_S1-c12_1_1853	1	48	run 48	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_18_S1-c12_1_1853.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_19_S1-d7_1_1862	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_19_S1-d7_1_1862	1	49	run 49	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_19_S1-d7_1_1862.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_1_S1-a7_1_1824	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_1_S1-a7_1_1824	1	50	run 50	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_1_S1-a7_1_1824.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_20_S1-d8_1_1863	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_20_S1-d8_1_1863	1	51	run 51	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_20_S1-d8_1_1863.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_21_S1-d9_1_1864	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_21_S1-d9_1_1864	1	52	run 52	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_21_S1-d9_1_1864.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
KO_SC_22_S1-d10_1_1865	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	sgGSTP1 knockout	NT=single cell;AC=PRIDE:0000897	cellenONE	KO_SC_22_S1-d10_1_1865	1	53	run 53	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	KO_SC_22_S1-d10_1_1865.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	sgGSTP1 knockout
